;text;tags
16;59039200,Use 802667 for two-factor authentication on Facebook.;['otp']
17;Your Messenger verification code is G-694665;['otp']
18;282629 is the OTP to login to your Zomato account. DO NOT disclose it to anyone. AlOe4TVDpqm;['otp']
19;Your Uber code is 1599. Never share this code. qlRnn4A1sbt;['otp']
20;Use [64547008] as One Time Password to login to your Swiggy Account pgLJ0BdTNB3;['otp']
21;Use OTP 459679 to log into your Swiggy account. Do not share the OTP or your number with anyone including Swiggy personnel!;['otp']
22;Dear Customer, registration for Google Pay has started for ICICI Bank. If it was not you, report to your bank. Do not share card details/OTP/CVV with anyone.;['otp']
23;Your Google verification code is 837550;['otp']
24;You have initiated the registration for UPI payments on PhonePe. If this is not you, please report it to your bank immediately to avoid any loss of money.;['alert']
25;Dear mohd shahnwaz. You have successfully registered your PhonePe account on this device.;['transactional']
26;84897 is your one time password to proceed on PhonePe. It is valid for 10 minutes. Do not share your OTP with anyone. XC1xEZ+TDtj;['otp']
27;<#> 22419 is your one time password to proceed on PhonePe. It is valid for 10 minutes. Do not share your OTP with anyone. mye1HyUG8DA;['otp']
28;Paytm login detected from a new device at 03:14 PM, 06 May. Not you? To logout from all devices, click: https://ap.p-y.tm/ys3MtK or report fraud @1800120130;['alert']
29;Paytm For Business login requested from a new device at 03:13 PM, 06 May. Not you? Safeguard your paytm account, click: https://paytm.me/rl-o86b;['alert']
30;<#>Paytm never calls for OTP. Do not share it with anyone. Paytm For Business Login OTP: 758569. Not You? Report https://ap.p-y.tm/LNbiqU  ID: cIWSokveyWr;['otp']
31;<#>7252 is your Mitra verification code. Please do not share this with anyone.;['otp']
32;<#> 4835 is your Disney+ Hotstar verification code. Enjoy watching! /wAX/OsgZgE;['otp']
33;Biometric authentication is enabled for Kotak Bank Mobile Banking App on CPH2139 for CRN xx8418. To report fraud, click kotak.com/fraud;['alert']
34;"Alert! After successful mobile no. verification, Kotak Bank App has been activated for CRN xx8418 on CPH2139. If not you, REPORT FRAUD on kotak.com/fraud""";['alert']
35;<#> 7456 is your verification code for Dainik Bhaskar. 7Dr1ygzoY/w - Bhaskar Group;['otp']
36;#   Onetime password is : 995930 This OTP is valid for 15 minutes only & usable only once on Groww. T & C apply. hkHMMiIZPc7;['otp']
37;<#> 1626 is the OTP for your Airtel Thanks app login. Valid for 15 mins. Please do not share this with anyone N9BWuqauU1y;['otp']
38;[OPPO]813353 is your verification code. It expires in 5 minutes. Don't share it with anyone.;['otp']
39;Your WhatsApp code: 957-128  You can also tap on this link to verify your phone: v.whatsapp.com/957128. Don't share this code with others.;['otp']
40;G-505823 is your Google verification code.;['otp']
41;<#>1813 is your Mitra verification code. Please do not share this with anyone.;['otp']
42;Dear Customer, your 200,000 Rs loan has been disbursed. Click on the link to confirm withdrawal https://bit.ly/37VyaCe (ANKIAR);['promotional','spam']
43;Celebrate Eid with us! Get 40% Off upto Rs 140/- on orders above Rs 249 from Behrouz Biryani  ;['promotional']
44;Your VPA sanju39chd@okaxis linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.299.00 and credited to euronetgpay.pay@icici (UPI Ref no 212355781017).-Indian Bank;['alert','transactional']
45;Stay fit, save big.Price drop on our top smartwatches! Starting @Rs.1,999/- Grab now: bit.ly/3LwIZZQ;['promotional']
46;Dear Saroj, You are eligible and may avail precaution dose at private vaccination center only after 21-04-2022. Please visit cowin.gov.in  CoWIN;['alert','transactional']
47;Hi, Receive Rs.1500*/- Bonus Download MY11CIRCLE App Win Real Cash Click here: crckt11.in/J432-17656D046;['promotional']
48;90% daily data quota used as on 03-May-22 00:44.For tips on how to manage data quota effectively, click https://youtu.be/ZFUDydctV78 If you do not have any other data plan, your internet speed will be reduced on consumption of 1.50 GB. To continue enjoying high speed internet, click https://www.jio.com/dl/data_voucher and recharge.;['alert']
49;Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.;['alert']
50;Your VPA sanju39chd@okaxis linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.100.00 and credited to paytmqr281005050101igsemgaff7py@paytm (UPI Ref no 212248850682).-Indian Bank;['transactional']
51;Your VPA 6280368198@paytm linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.20.00 and credited to Q80761355@ybl (UPI Ref no 212285142987).-Indian Bank;['transactional']
52;50% Daily Data quota used as on 02-May-22 20:15. Jio Number : 6280368198 Daily Data quota as per plan : 1.50 GB To know more on how to manage your account through MyJio app, click https://youtu.be/tchuJvIv_9I  Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.;['alert']
53;<#> Shadowfax Id is 153915699 6gW4yAjEoWG;['otp']
54;<#>9627 is your Mitra verification code. Please do not share this with anyone.;['otp']
55;<#>3419 is your Mitra verification code. Please do not share this with anyone.;['otp']
56;<#> Shadowfax Id is 153900024 6gW4yAjEoWG;['otp']
57;NEXTBILLION TECHNOLOGY PRIVATE on 02-apr-2022 reported your Fund bal Rs.0.67 & Securities bal 0. This excludes your Bank, DP & PMS bal with the broker-NSE;['alert']
58;Dear members, your gift for this month's event has been distributed, and you can get up to 80000rs, please click to receive https://3pattiparty.com/ -XPROSPER;['spam']
59;Payday offer valid till 5th May on Gamezy. Upto 50% bonus & 4% Instant Cash on add cash of Rs.2500 or more. Check the app for more details. gamezy://app/game/#/payment;['promotional']
60;Your VPA 6280368198@ybl linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.3500.00 and credited to 7082282508@ybl (UPI Ref no 212287937861).-Indian Bank;['transactional']
61;Hey sanju, FREE entry worth Rs.25 to join KOL vs RR expires soon! Join NOW & win big: dream11.com/leagues - Dream11;['promotional']
62;Dear 62803681XX, KOL vs RAJ, T20 Match is live on My11circle.Prize Pool - 4,25,00,000 (4.25Crores) Entry Fee - 49 Click - http://1kx.in/OI8z3rWi9dM;['promotional']
63;Your VPA sanju39chd@okaxis linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.40.00 and credited to paytmqr281005050101xo2pulse786j@paytm (UPI Ref no 212237512625).-Indian Bank;['transactional']
64;You are empowered, surprise someone by paying their bill or help someone by recharging for them . All this and more by downloading Vi App .;['promotional']
65;Service of your Maruti Suzuki car is overdue. Please get service as per Schedule to keep enjoying benefits of Warranty. For Appt. call CM Autos 9915003004;['alert']
66;Hi there, SUNSATIONAL NEWS: Nykaa Summer Super Saver Days PRICES REVEALED! Add all these never seen before deals to Pink Box NOW to beat the queue bit.ly/3vZY9QT;['promotional']
67;50% Daily Data quota used as on 02-May-22 01:07.Jio Number : 6280368198 Daily Data quota as per plan : 1.50 GB To know more on how to manage your account through MyJio app, click https://youtu.be/tchuJvIv_9I;['alert']
68;Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.;['promotional']
69;<#> Shadowfax Id is 153762679 6gW4yAjEoWG;['otp']
70;Signup on MPL today and get an instant reward upto Rs 50. SIGNUP CODE : MPLLUDOAPRIL1 - bit.ly/3uZVlE6;['promotional']
71;Payday offer valid till 5th May on Gamezy. Upto 50% bonus & 4% Instant Cash on add cash of Rs.2500 or more. Check the app for more details. gamezy://app/game/#/payment;['promotional']
72;5PAISA CAPITAL at EOD 09/04/2022 reported your Fund bal Rs -147.710 & Securities bal 0. This excludes your Bank, DP and PMS bal with the broker-BSE;['transactional']
73;Congrats! You have received complimentary 6-month subscription to ad-free music with unlimited downloads! Claim NOW https://bit.ly/3fKFhgV;['promotional']
74;Dear, ‚Çπ10 Lakhs + MG Hector 1st Prize for HYD vs CHE T20 Match on My11Circle! 1. Register for FREE 2. Make A Fantasy Team 3. Get ‚Çπ1500 on first add cash*;['promotional']
75;<#> Shadowfax Id is 153673779 6gW4yAjEoWG;['otp']
76;You have initiated the registration for UPI payments on PhonePe. If this is not you, please report it to your bank immediately to avoid any loss of money.;['alert','transactional']
77;Dear sanju. You have successfully registered your PhonePe account on this device.;['transactional']
78;04383 is your one time password to proceed on PhonePe. It is valid for 10 minutes. Do not share your OTP with anyone. XC1xEZ+TDtj;['otp']
79;60267 is your one time password to proceed on PhonePe. It is valid for 10 minutes. Do not share your OTP with anyone.;['otp']
80;Your VPA 6280368198@paytm linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.500.00 and credited to zomatomediaprivatelimited.rzp@sbi (UPI Ref no 212118534601).-Indian Bank;['alert']
81;Alert: Beware of fraudsters sending SMS citing your SIM block/suspension/KYC/Document verification pending. DO NOT CALL BACK as they may ask you to download Apps to access your mobile phone and may get confidential information including OTP.Do not respond to SMS from unknown numbers, asking for such information other than from our official SMS ID- ViCARE.Avoid falling victim to such frauds, block these numbers and report to https://cybercrime.gov.in;['alert']
82;Jio Number : 6280368198 Daily Data quota as per plan : 1.50 GB To know more on how to manage your account through MyJio app, click https://youtu.be/tchuJvIv_9I Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.;['alert']
83;Your Swiggy order #134419877174 has been cancelled. You will be charged a cancellation fee of Rs 168.0 which will be payable on your next order.;['transactional']
84;Your a/c. XXXX4658 is credited by Rs. 50.00 on 01-05-22 by a/c linked to mobile 9XXXXXX999 (IMPS Ref no. 212100011920). -IndianBank;['transactional']
85;Your Swiggy order #134418809661 has been cancelled.;['transactional']
86;Use OTP 292931 to log into your Swiggy account. Do not share the OTP or your number with anyone including Swiggy personnel!;['otp']
87;<#> 5556 is your Zomato verification code. Enjoy :-) AlOe4TVDpqm;['otp']
88;your remaining balance is58477, please click for withdrawal  https://3pattiparty.com/  -XPROTR;['spam']
89;Chaye wale ke pas aaja;['personal']
90;Active Covid cases rise to 16,980, heat wave in India breaks records. Stay updated with LIVE news on Vi app. Click https://bit.ly/Vi-app3;['alert','government']
91;Dear, ‚Çπ10 Lakhs + MG Hector 1st Prize for MUM vs RAJ T20 Match on My11Circle! 1. Register for FREE 2. Make A Fantasy Team 3. Get ‚Çπ1500 on first add cash* Link:   üëâ http://9gm.in/my11C;['promotional']
92;NEXTBILLION TECHNOLOGY at EOD 09/04/2022 reported your Fund bal Rs 0.670 & Securities bal 0. This excludes your Bank, DP and PMS bal with the broker-BSE;['transactional']
93;Payday offer valid till 5th May on Gamezy. Upto 50% bonus & 4% Instant Cash on add cash of Rs.2500 or more. Check the app for more details. gamezy://app/game/#/payment;['promotional']
94;London Files - Arjun Rampal's greatest performance yet! Catch this thriller on Vi Movies & TV app! Just click here - https://bit.ly/ViMovies_Series.;['promotional']
95;Dear Cust, your EMI for HDB Loan a/c 22368264 is due on 2nd May 22 Pls keep your bank a/c funded at least 1 day prior the due date to avoid charges.;['transactional']
96;Redcliffe Labs Offer, Get Full Body checkup with 81 Tests at Rs 399 Liver Kidney CBC Lipid Urine, Home Sample Collection, Call 9289090604;['promotional']
97;Dear Customer, OTP TO INITIATE E-MANDATE SBI REQUEST ID TM2212029597801 OF RS. 500000.00 IN A/C NO. XXXX1899 IS 99767636. DO NOT SHARE IT WITH ANYONE. -SBI;['otp','transactional']
98;Hi, it's been LEAKED! Shh..check out the sale prices of our bestsellers & add to Pink Box NOW. Nykaa Summer Super Saver Days start 3rd May. Hurry bit.ly/3EZop1G;['promotional']
99;Dear Saroj, You are eligible and may avail precaution dose at private vaccination center only after 21-04-2022. Please visit cowin.gov.in  CoWIN;['alert']
100;50% Daily Data quota used as on 29-Apr-22 23:40.;['alert']
101;Jio Number : 6280368198, Daily Data quota as per plan : 1.50 GB, To know more on how to manage your account through MyJio app, click https://youtu.be/tchuJvIv_9I  Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.;['promotional']
102;<#> Shadowfax Id is 153419736 6gW4yAjEoWG;['otp']
103;Dear SBI Customer, Mini Statement taken from A/cX1899 at SBI ATM S5NE050949621 on 29Apr22. Transaction Number 202. If not done by you, forward this SMS to 9223008333 / call 1800111109 or 09449112211 to block your card. Download YONO SBI. Please use SBI ATMs for better security.;['alert','transactional']
104;Dear SBI Customer, PIN CHANGE was done successfully for the card X8981 at ATM S5NE050949621 on 29-Apr-2022. Transaction Number 201. If not done by you, send BLOCK <last 4 digit of card> to 567676 or call 1800111109 or 09449112211 to block your card. Use SBI ATMs for better security.;['alert','transactional']
105;Dear SBI Customer, transaction dated 29-Apr-22 19:34:56 through card ending 8981 has been declined due to Do PIN change.;['alert','transactional']
106;CAUTION! Do not share this message. Your One Time PIN for Debit Card ending 8981 is Two Four One One. Set your new PIN within 24 hrs through Banking -- PIN Change option at any SBI ATM. Download YONO @ www.yonosbi.com.-SBI;['alert','otp']
107;892180 is the OTP for payout link of INR 572.10 from RazorpayX account Vahan Technologies India Priva. OTP is valid till 19:30:23.000 IST. Do not share with anyone.;['otp','transactional']
108;<#>6296 is your Mitra verification code. Please do not share this with anyone. jOvA6R6o+OI;['otp']
109;A Big Thank you for being our esteem customer for long time. We had closed our Chandigarh workshop (130). Please visit us at Maruti Arena and Nexa Service workshop in Mohali for same experience. Looking forward to serve you.;['promotional']
110;Call: 9915003004 CM Auto sales Location: https://bit.ly/3zPT672;['transactional']
111;Dear SBI Customer, transaction dated 29-Apr-22 15:23:25 through card ending 8981 has been declined due to PIN TRIES EXCEEDED.;['alert','transactional']
112;Dear SBI Customer, transaction dated 29-Apr-22 15:19:25 through card ending 8981 has been declined due to PIN TRIES EXCEEDED.;['alert','transactional']
113;Dear SBI Customer, transaction dated 29-Apr-22 15:12:27 through card ending 8981 has been declined due to INCORRECT PIN.;['alert','transactional']
114;Dear SBI Customer, transaction dated 29-Apr-22 15:11:15 through card ending 8981 has been declined due to INCORRECT PIN.;['alert','transactional']
115;Dear Customer, OTP TO INITIATE E-MANDATE SBI REQUEST ID TM2211929530542 OF RS. 500000.00 IN A/C NO. XXXX1899 IS 62761129. DO NOT SHARE IT WITH ANYONE. -SBI;['otp','transactional']
116;Dear Customer, OTP TO INITIATE E-MANDATE SBI REQUEST ID TM2211929530101 OF RS. 500000.00 IN A/C NO. XXXX1899 IS 27158351. DO NOT SHARE IT WITH ANYONE. -SBI;['otp','transactional']
117;Delivery Job In Swiggy, Earn uptoRs 3000 To 7000 Weekly, Petrol Incentive Rs 200 To 400 Weekly (for Bikers), Joining & Referral BonusRs 2000 JB & 4000 RB Apr'2022, For Joining: shorturl.at/kqtB2, Call:Swiggy Office;['promotional']
118;Non - Stop gaming, now on Vi! Explore our new and exciting games for free, click here to start playing - https://bit.ly/Vi_Free_Games;['promotional']
119;Sell Your Car now at CARS24 and get Best Car price.Give Misscall & Book Car Inspection at Your Home. https://bit.ly/3iX1iKV;['promotional']
120;VK-IndBnk,Your VPA sanju39chd@okaxis linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.110.00 and credited to paytmqr2810050501011j3q7jqza65z@paytm (UPI Ref no 211836982123).-Indian Bank;['transactional']
121;VM-IndBnk,Your VPA sanju39chd@okaxis linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.15.00 and credited to euronetgpay.pay@icici (UPI Ref no 211830447400).-Indian Bank;['transactional']
122;"VK-NYKAAX,""Hey you, Victoria's Secret has just launched & we have some super exciting deals - Buy1Get1, Flat 30% off on EDPs and much more. Rush to Nykaa! 1kx.in/48O4Yq";['promotional']
123;VM-IndBnk,Your VPA sanju39chd@okaxis linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.20.00 and credited to rajeshwar7500-1@okhdfcbank (UPI Ref no 211834266117).-Indian Bank;['transactional']
124;VK-IndBnk,Your VPA sanju39chd@okaxis linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.20.00 and credited to paytmqr2810050501011hde0r7uwpt1@paytm (UPI Ref no 211834069825).-Indian Bank;['transactional']
125;<#>4996 is your Mitra verification code. Please do not share this with anyone. jOvA6R6o+OI;['alert','otp']
126;Dear Customer, +917973045759 is now available to take calls.;['alert']
127;100% of daily 1.50 GB data quota exhausted as on 28-Apr-22 19:30. Jio Number : 6280368198 Daily high speed data quota will be restored on 29-Apr-22 01:19. To know where you have consumed your data quota, click http://tiny1.jio.com/HelpfulTips;['alert']
128;Recharge of Rs. 15.0 is successful for your Jio number 6280368198. Entitlement: Benefits: Unlimited Data (1GB High Speed Data, thereafter unlimited at 64Kbps). Validity: Base Plans validity, Transaction ID: 30002160230062;['transactional']
129;Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.;['alert']
130;90% daily data quota used as on 28-Apr-22 16:37. Jio Number : 6280368198, For tips on how to manage data quota effectively, click https://youtu.be/ZFUDydctV78, If you do not have any other data plan, your internet speed will be reduced on consumption of 1.50 GB. To continue enjoying high speed internet, click https://www.jio.com/dl/data_voucher and recharge. Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.;['alert']
131;Hey sanju, FREE entry worth Rs.25 to join DC vs KOL expires soon! Join NOW & win big: dream11.com/leagues - Dream11;['promotional']
132;Your VPA sanju39chd@okaxis linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.50.00 and credited to paytmqr2810050501011qqwqzri7jbc@paytm (UPI Ref no 211828033232).-Indian Bank;['transactional']
133;50% Daily Data quota used as on 28-Apr-22 14:15. Jio Number : 6280368198 Daily Data quota as per plan : 1.50 GB, To know more on how to manage your account through MyJio app, click https://youtu.be/tchuJvIv_9I, Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.;['alert']
134;Get easy access to all you need! Activate International Roaming pack , Stream ad-free music, play free games, download & pay bills, recharge, activate ‚ÄòDND‚Äô, enjoy exclusive offers & more. To download, click https://bit.ly/37N4Mxe.¬†;['promotional']
135;We wish to inform your Bajaj Finance Insta EMI Card offer is revised, No cost EMI's upto 24 months & limit upto 2 lacs. Get it Now https://eej.at/Hq8nouhy;['promotional']
136;Hello, inDriver is coming soon to Mumbai, tell your friends in Mumbai to download inDriver app to earn more with 0% service payment. Share link with friends: indriver.onelink.me/lhG6/n8kpmy1b Thank you for being in inDriver family;['promotional']
137;Your policy MJ774147 is expiring on 19-MAY-2022 To renew click itgi.in/AXad2b. or call us at 18001035499 or give us missed call at 01244879451 IFFCO TOKIO GIC;['transactional']
138;Your Stock broker NEXTBILLION TECHNOLOGY PRIVATE LIMITED. reported your fund balance Rs.0.67 & securities balance 0 as on end of 26-mar-2022. Balances do not cover your bank, DP & PMS balance with broking entity. Check details at ssk362861@gmail.com. If email Id not correct, kindly update with your broker - National Stock Exchange;['alert','transactional']
139;100% of daily 1.50 GB data quota exhausted as on 28-Apr-22 00:18. Jio Number : 6280368198 Daily high speed data quota will be restored on 28-Apr-22 01:19. To know where you have consumed your data quota, click http://tiny1.jio.com/HelpfulTips;['alert','transactional']
140;90% daily data quota used as on 27-Apr-22 23:44. Jio Number : 6280368198, For tips on how to manage data quota effectively, click https://youtu.be/ZFUDydctV78, If you do not have any other data plan, your internet speed will be reduced on consumption of 1.50 GB. To continue enjoying high speed internet, click https://www.jio.com/dl/data_voucher and recharge. Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.;['transactional']
141;<#> 493198 is the OTP for Rapido app verification. //vZSzVMXYs - Rapido;['alert','otp']
142;<#>2881 is your Mitra verification code. Please do not share this with anyone. jOvA6R6o+OI;['otp']
143;<#>5566 is your Mitra verification code. Please do not share this with anyone. jOvA6R6o+OI;['otp']
144;<#> Shadowfax Id is 153016488 6gW4yAjEoWG;['otp']
145; Musk buys Twitter at $44 Bn, heat wave in India breaks records. Stay updated with LIVE news on Vi Movies & TV app. Click https://bit.ly/Vimtv-d4;['promotional']
146;Your VPA sanju39chd@okaxis linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.110.00 and credited to paytmqr2810050501011hdv8srrk9vl@paytm (UPI Ref no 211797730685).-Indian Bank;['transactional']
147;50% Daily Data quota used as on 27-Apr-22 14:54. Jio Number : 6280368198, Daily Data quota as per plan : 1.50 GB, To know more on how to manage your account through MyJio app, click https://youtu.be/tchuJvIv_9I, Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.;['alert','transactional']
148;Dear Customer, You can be Approved for Axis Bank Select Credit Card with Rs. 2000 Amazon Voucher.Confirm Details 7kb.in/kQX/vJRnzpHNST;['promotional']
149;Dear 62803681XX, GUJ vs HYD, T20 Match is live on My11circle. Prize Pool - 4,67,00,000 (4.67Crores) Entry Fee - 49 Click - http://1kx.in/OI8z3rWi9dM;['alert','promotional']
150;Check your eligibility in 45 sec for Axis Bank Credit_Card, Get a Rs 2000 amazon voucher - Apply https://bit.ly/3HCzDtr AKIKOG;['promotional']
151;Dear Saroj, You are eligible and may avail precaution dose at private vaccination center only after 21-04-2022. Please visit cowin.gov.in  CoWIN;['alert','government']
152;Your Stock broker 5PAISA CAPITAL LIMITED. reported your fund balance Rs.-147.71 & securities balance 0 as on end of 26-mar-2022. Balances do not cover your bank, DP & PMS balance with broking entity. Check details at SSK362861@GMAIL.COM. If email Id not correct, kindly update with your broker - National Stock Exchange;['transactional']
153;90% daily data quota used as on 27-Apr-22 00:27. Jio Number : 6280368198, Daily Data quota as per plan : 1.50 GB, To know more on how to manage your account through MyJio app, click https://youtu.be/tchuJvIv_9I  Dial 1991, to know your current balance, validity, plan details and for exciting recharge pl;['alert','promotional','transactional']
154;For tips on how to manage data quota effectively, click https://youtu.be/ZFUDydctV78;['promotional']
155;Welcome to Vi High Speed GIGAnet.! Insert your Vi  SIM in SIM slot-1 for best Voice & Internet experience.  Click bit.ly/ViApp21 for Data offers;['promotional','transactional']
156;Hi! Please save the Internet settings sent to you & enjoy Vi High Speed GIGAnet. Your code is 1234. Click bit.ly/ViApp21 for Data offers;['otp','promotional','transactional']
157;"Dear Customer, request received for registering your Jio Payments Bank account. Do not share your OTP to avoid any financial loss. Not you? Call 1800 891 9999""";['alert','transactional']
158;<#> Shadowfax Id is 152887045 6gW4yAjEoWG;['otp','transactional']
159;Dear User, you've got 100% instant cash upto Rs.100 on RummyCircle on JCPA2022MYJIO. Use code rc5D4E3Y on https://t.jio/winnings-RC T&C. Team Jio;['promotional']
160;<#> Shadowfax Id is 152870765 6gW4yAjEoWG;['otp']
161;Dear Customer, +917973045759 is now available to take calls.;['alert']
162;We wish to inform your Bajaj Finance Insta EMI Card offer is revised, No cost EMI's upto 24 months & limit upto 2 lacs. Get it Now https://eej.at/H7jMEF8G;['promotional']
163;50% Daily Data quota used as on 26-Apr-22 18:07.;['alert']
164;Hi, get up to Rs. 20L without paperwork. Navi Personal Loan. Instant disbursal & flexible EMIs. Apply here. TnC apply SR7.in/I427C-17656D046;['promotional']
165; +917340721034,Can I call you back later?;['alert']
166;Thank you for being an active user of the MyJio App. In order to enable us to provide you with the best digital experience, please share your feedback on MyJio app by clicking www.jio.com/r/Irtzq9Z7O . Thank you, Team Jio;['promotional']
167;Dear 62803681XX, RAJ vs BLR, T20 Match is live on My11circle. Prize Pool - 4,67,00,000 (4.67Crores) Entry Fee - 49 Click - http://1kx.in/OI8z3rWi9dM;['promotional']
168;Dear Customer, You have 3 missed calls from +917340721034 . The last missed call was at 11:40 AM on 26-Apr-2022 . Thankyou, Team Jio.;['alert']
169;Gentle Reminder! Your policy no MJ774147 will expire on 19-MAY-2022. To renew Call 01244285499 or 18001035499 or click  itgi.in/t93Fzf IFFCO TOKIO GIC;['transactional']
170;Your Stock broker 5PAISA CAPITAL LIMITED. reported your fund balance Rs.-147.71 & securities balance 0 as on end of 19-mar-2022. Balances do not cover your bank, DP & PMS balance with broking entity. Check details at SSK362861@GMAIL.COM. If email Id not correct, kindly update with your broker - National Stock Exchange;['transactional']
171;Your Stock broker NEXTBILLION TECHNOLOGY PRIVATE LIMITED. reported your fund balance Rs.0.67 & securities balance 0 as on end of 19-mar-2022. Balances do not cover your bank, DP & PMS balance with broking entity. Check details at ssk362861@gmail.com. If email Id not correct, kindly update with your broker - National Stock Exchange;['transactional']
172;Your VPA sanju39chd@okaxis linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.25.00 and credited to q924028779@ybl (UPI Ref no 211565288595).-Indian Bank;['transactional']
173;Dear Customer, You have a missed call from +917082282508 . The last missed call was at 06:24 PM on 25-Apr-2022 . Thankyou, Team Jio.;['alert']
174;Dear Customer, You have a missed call from +917082282508 . The last missed call was at 06:21 PM on 25-Apr-2022 . Thankyou, Team Jio.;['alert']
175;Hey sanju, your FREE ENTRY worth Rs.25 is expiring soon! Join PBKS vs CSK before 7:30pm and win big. Tap here to play - dream11.com/leagues - Dream11;['promotional']
176;Dear User, you've got Eyemyeye FREE Eyeglasses & Sunglasses on Scratch2Win. Use code JKLMQM3KSFEVF28Q on https://t.jio/winnings-eme7 T&C. Team Jio;['promotional']
177;Your VPA sanju39chd@okaxis linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.533.00 and credited to jio@yesbank (UPI Ref no 211556046670).-Indian Bank;['transactional']
178;Can I call you later?;['personal']
179;50% Daily Data quota used as on 24-Apr-22 21:40. Jio Number : 6280368198 Daily Data quota as per plan : 1.50 GB To know more on how to manage your account through MyJio app, click https://youtu.be/tchuJvIv_9I Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.;['alert','transactional']
180;Congrats! Get Free Bajaj Financial Securities Trading A/C. with '0' Opening Charges In 10 Mins. Open Now: http://1kx.in/An7PW1;['promotional']
181;Your VPA sanju39chd@okaxis linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.70.00 and credited to hukumpul@oksbi (UPI Ref no 211444658910).-Indian Bank;['transactional']
182;Play MUM vs LKN üèÜ Indian #T20 League & Win ‚Çπ45 Lakhs Today on HOWZAT! 1. Register for FREE 2. Make A Fantasy Team 3. Win Cash Prizes Make your team now üèüëâ https://9gm.in/T20è;['promotional']
